ID;PUNTO DE MEDICION;ESTADO;FECHA;DIAF;MESF;ANOF;HORA;HORARIO;CAUDAL ACUMULADO ANTERIOR;CAUDAL ACUMULADO;LECTURA MES ANTERIOR;LECTURA REGISTRO;INSTRUMENTO
HM21;"Pozo Aurora II  ( 4"" )";Pozo Apagado;2/11/22;2;11;2022;9:53:00 a. m.;AM;156.769,00;156.770,00;  ;  ; MA 
HM20;"Pozo Aurora III  ( 4"" )";Pozo Apagado;2/11/22;2;11;2022;9:47:00 a. m.;AM;135.776,00;135.776,00;  ;  ; MA 
HM11;"Pozo Malinches   I ( 6"" )";Operacion Correcta;2/11/22;2;11;2022;10:02:00 a. m.;AM;772.904,49;870.565,13;49,92;50,5; MA 
HM22;Medidor para venta de agua Malinches;Operacion Correcta;2/11/22;2;11;2022;10:09:00 a. m.;AM;1.000,90;1.000,90;  ;  ; MA 
HM14;"Pozo Malinches  II  ( 6"" )";Macromedidor en mal estado;2/11/22;2;11;2022;10:15:00 a. m.;AM;759.161,80;999.098,57;85,21;85,3; M2 
HM06;"Pozo San Vicente        ( 10"" )";Pozo Apagado;2/11/22;2;11;2022;;AM;7.766.467,00;;55,56;; MA 
HM18;"Pozo Claretiano         ( 10"" )";Operacion Correcta;2/11/22;2;11;2022;8:50:00 a. m.;AM;5.782.244,00;5.919.744,00;50,3;51,8; MA 
HM19;"Pozo Boruca (8"")";Operacion Correcta;2/11/22;2;11;2022;7:58:00 a. m.;AM;280.443,14;343.746,90;23,62;23,82; MA 
BM17;"Pozo Malinches Real  ( 8"" )";Pozo Apagado;1/11/22;1;11;2022;11:43:00 a. m.;AM;1.174.484,00;1.174.562,00;  ;  ; MA 
SRM28;"Pozo Los Altos I  ( 4"" )";Pozo Apagado;1/11/22;1;11;2022;11:18:00 a. m.;AM;303.085,00;306.324,00;  ;  ; MA 
SRM37;Pozo Los Altos II ;Pozo Apagado;1/11/22;1;11;2022;11:21:00 a. m.;AM;1.768.232,10;1.773.330,80;  ;  ; MA 
SRM32;"Pozo Matasanos      ( 4"" )";Pozo Apagado;1/11/22;1;11;2022;11:14:00 a. m.;AM;443.894,00;443.917,00;  ;  ; MA 
SRM26;Pozo Joya 1;Pozo Apagado;1/11/22;1;11;2022;2:14:00 p. m.;PM;504.375,39;504.975,10;  ;  ; MA 
SRM33;Pozo Joya 2;Pozo Apagado;1/11/22;1;11;2022;2:14:00 p. m.;PM;3.315.644,30;3.316.980,00;  ;  ; MA 
HM13;"Pozo Joya 3 (8"")";Pozo Apagado;1/11/22;1;11;2022;11:34:00 a. m.;AM;2.349.820,00;2.357.215,00;  ;  ; MA 
SRM30;"Pozo Santiago ( 8"" )";Pozo Apagado;1/11/22;1;11;2022;2:03:00 p. m.;PM;1.558.497,00;1.566.863,00;  ;  ; MA 
SRM25;"Pozo Burial       ( 6"" )";Operacion Correcta;1/11/22;1;11;2022;1:52:00 p. m.;PM;1.558.918,00;1.593.001,00;  ;31,2; MA 
SRM12;"Pozo Highland Ranch (3"")";Pozo Apagado;1/11/22;1;11;2022;10:42:00 a. m.;AM;622.962,00;631.944,00;  ;  ; MA 
SIM04;Pozo Santa Cruz I        ;Operacion Correcta;1/11/22;1;11;2022;8:34:00 a. m.;AM;1.649.839,20;1.658.938,10;16,7;16,5; MA 
SIM02;"Pozo Santa Cruz II (8"")";Operacion Correcta;1/11/22;1;11;2022;8:00:00 a. m.;AM;46.548,00;96.184,26;40,84;41,54; MA 
SIM12;"Mata Maiz Llegando al Tanque 4""";Operacion Correcta;1/11/22;1;11;2022;9:24:00 a. m.;AM;707.533,00;737.859,00;12,77;7,32; MA 
SIM13;"Mata Caña llegando al Tanque 4""";Operacion Correcta;1/11/22;1;11;2022;9:23:00 a. m.;AM;953.306,00;975.910,00;8,25;7,53; MA 
SIM14;"Limpieza Tanque Victoria 8""";Operacion Correcta;1/11/22;1;11;2022;9:22:00 a. m.;AM;19.829,00;19.829,00;  ;  ; MA 
SIM01;"Tanque Succion  tanque Victoria 6""";Operacion Correcta;1/11/22;1;11;2022;9:21:00 a. m.;AM;1.515.468,00;1.557.379,00;29,29;28,78; MA 
SIM09;"Rebombeo Chizos t. victoria 6""";Operacion Correcta;1/11/22;1;11;2022;9:20:00 a. m.;AM;829.490,52;830.612,85;  ;  ; MA 
SIM10;"Rebombeo Victoria  hacia el norte 4""";Operacion Correcta;1/11/22;1;11;2022;9:20:00 a. m.;AM;18.941,16;19.190,82;36,6;; MA 
PEND;"Victoria Saliendo 6""";Operacion Correcta;;0;10;2022;;AM;1.698.211,00;;;; MA 
SIM16;"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")";Operacion Correcta;1/11/22;1;11;2022;10:13:00 a. m.;AM;268.574,00;272.804,00;  ;16,26; MA 
SIM05;"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")";Operacion Correcta;1/11/22;1;11;2022;10:15:00 a. m.;AM;504.561,00;519.144,00;3,24; -   ; MA 
SIM08;"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")";Operacion Correcta;1/11/22;1;11;2022;10:14:00 a. m.;AM;490.559,00;505.100,00;3,11; -   ; MA 
SIM06;"Fuente Yurro Hondo T Chilillal (4"")";Operacion Correcta;1/11/22;1;11;2022;10:15:00 a. m.;AM;221.928,00;519.744,00;3,12; -   ; MA 
SIM07;"Fuente Tranqueras T Chilillal (4"")";Operacion Correcta;1/11/22;1;11;2022;10:15:00 a. m.;AM;52.890,00;59.961,00;2,17; -   ; MA 
SRM04;Entrada Predio  Breña Mora (Estación Esquina);Estación Fuera de Operación Definitiva;1/11/22;1;11;2022;;AM;;148.634,00;; -   ; MA 
SRM51;Breña Mora Entrada Planta;Operacion Correcta;1/11/22;1;11;2022;11:31:00 a. m.;AM;1.466.951,30;1.506.896,70;14,8;12,4; MA 
SRM50;Breña Mora Salida Planta Tratamiento;Operacion Correcta;1/11/22;1;11;2022;11:30:00 a. m.;AM;1.277.514,06;1.314.787,30;  ; -   ; MA 
PEND;Salida Tanque Breña Mora  Tanque San Isidro;Operacion Correcta;1/11/22;1;11;2022;11:28:00 a. m.;AM;132.848,00;148.639,00;14,71; -   ; MA 
SRM46;"Rebombeo T Sn Isidro  T Breña Mora (6"")";Macromedidor en mal estado;1/11/22;1;11;2022;11:29:00 a. m.;AM;13.789,00;13.891,00;  ; -   ; MA 
SRM47;"Rebombeo T Breña Mora hacia el Norte 4""";Operacion Correcta;1/11/22;1;11;2022;11:28:00 a. m.;AM;23.648,00;24.432,09;  ;0,9; MA 
SRM19;Entrada Chorreras I a Tanque San Isidro;Operacion Correcta;1/11/22;1;11;2022;11:06:00 a. m.;AM;140.798,00;190.429,00;11,68;13,12; MA 
SRM18;Entrada Chorreras II a Tanque San Isidro;Operacion Correcta;1/11/22;1;11;2022;11:06:00 a. m.;AM;1.438.878,00;1.484.970,00;10,59;11:08; MA 
SRM52;"Salida Tanque San Isidro Oeste 6""";Operacion Correcta;1/11/22;1;11;2022;;AM;1.508.258,00; -   ;17,16; -   ; MA 
SRM27;Salida Tanq San Isidro a San Francisco Bunt Planet;Operacion Correcta;1/11/22;1;11;2022;11:09:00 a. m.;AM;1.148.884,00;1.175.758,00;12,05;12,7; MA 
SRM29;Salida Pricipal Tanque San Isidro Bunt Planet;Operacion Correcta;1/11/22;1;11;2022;11:08:00 a. m.;AM;3.708.455,00;3.792.580,00;42,36;39,29; MA 
SIM17;Cementerio  Bunt Planet;Problema de energización;1/11/22;1;11;2022;8:22:00 a. m.;AM;851.230,92;868.453,11;7,39;8,73; MA 
SIM18;Mas x Menos Bunt Planet;Punto Sin Macromedidor;1/11/22;1;11;2022;8:28:00 a. m.;AM;1.318.735,00;1.350.123,00;14,7;15,09; MA 
SIM19;Cruz Roja Bunt Planet;Estación Fuera de Operación Definitiva;;0;10;2022;;AM;;;;; MA 
SIM53;Entrada al Tanque San Francisco (T4);Operacion Correcta;1/11/22;1;11;2022;8:10:00 a. m.;AM;594.427,00;619.987,00;9,14;7,91; MA 
SRM01;"Presa Concepción Cieneguita  (Cienega Norte) (4"")";Operacion Correcta;1/11/22;1;11;2022;10:52:00 a. m.;AM;;2.511.761,00;;28,49; MA 
SRM48;Caja a la Entrada de T Cienega Sur Nuevo;Operacion Correcta;1/11/22;1;11;2022;10:58:00 a. m.;AM;1.521.456,00;1.578.350,00;18,93;22,36; MA 
SRM49;Caja a la Entrada de T Cienega Sur Nuevo;Operacion Correcta;1/11/22;1;11;2022;10:58:00 a. m.;AM;207.502,00;246.977,00;14,59;12,59; MA 
SRM11;Tanque ChamacoEntrada del Tirol;Operacion Correcta;1/11/22;1;11;2022;7:47:00 a. m.;AM;2.539.829,00;2.689.178,00;54,65;45,85; MA 
SRM07;"Cond Tanq. Chaverri T 90 Linea I  (8"")";Operacion Correcta;1/11/22;1;11;2022;11:58:00 a. m.;AM;244.505,00;503.980,00;94,7;76,27; MA 
SRM08;"Cond Tanq. Chaverri T90 Linea II  (8"")";Macromedidor en mal estado;1/11/22;1;11;2022;11:57:00 a. m.;AM;10.772.820,00;11.061.726,00;99,43;90,49; MA 
SRM09;"Chaverri cinlindrico 90 Final ( 8"" )";Operacion Correcta;1/11/22;1;11;2022;11:55:00 a. m.;AM;579.299,89;579.299,89;  ;  ; MA 
SRM42;"Conducción Noventa a Palmar (4"")";Operacion Correcta;1/11/22;1;11;2022;11:51:00 a. m.;AM;920.075,91;952.605,26;13,97;13,58; MA 
SRM05;"Vertedero Tanque Noventa (18"") (Intrusivo)";Macromedidor en mal estado;;0;10;2022;;AM;;;;; MA 
;Iris Hernández;Operacion Correcta;1/11/22;1;11;2022;8:16:00 a. m.;AM;367.798,00;441.605,00;30,7;23,96; M1  
PEND;Derivación ASADA San Pedro de Barva;Macromedidor en mal estado;;0;10;2022;;AM;;;;; M2  
BM09;Botho Steinvorth;Operacion Correcta;1/11/22;1;11;2022;8:27:00 a. m.;AM;3.252.289,00;3.348.652,50;40,15;24,75; MA 
BM08;Llegada de las 29 al Tanque Steinvorth;Operacion Correcta;1/11/22;1;11;2022;8:15:00 a. m.;AM;2.015.660,00;2.062.927,00;18,14;17,22; MA 
BM21;"Conducción Flores al Tirol (8"") Saliendo";Datos Irregulares;1/11/22;1;11;2022;9:01:00 a. m.;AM;5.563.953,60;5.690.464,90;100,11;67,31; MA 
;29 Catarata;Operacion Correcta;1/11/22;1;11;2022;10:40:00 a. m.;AM;228.310,00;275.834,00;17,09;17,34;
BM16;Arrieta;Operacion Correcta;1/11/22;1;11;2022;9:51:00 a. m.;AM;3.828.813,60;3.926.707,30;36,1;34,68; MA 
;La Anexa;Operacion Correcta;1/11/22;1;11;2022;9:57:00 a. m.;AM;147.653,00;158.581,00;7,26;6,16; M1 
BM03;Carlos Steinvorth;Operacion Correcta;1/11/22;1;11;2022;10:02:00 a. m.;AM;3.603.208,10;3.707.567,50;37,86;32,61; MA 
;29 A;Datos Irregulares;1/11/22;1;11;2022;11:22:00 a. m.;AM;93.097,00;93.097,00;15,93;17,37; M1 
BM14;Sacramento;Operacion Correcta;1/11/22;1;11;2022;12:28:00 p. m.;PM;3.363.218,00;3.440.504,00;27,57;27,95; MA 
BM19;"Marin Cañas Electromagnetico 2""";Operacion Correcta;1/11/22;1;11;2022;9:32:00 a. m.;AM;202.419,00;205.349,00;1,32;1,36; MA 
BM13;"Llegada al Tanque Marin Cañas  ( 6"")";Operacion Correcta;1/11/22;1;11;2022;9:27:00 a. m.;AM;;11.334.766,00;;128,13; MA 
BM20;"Chorreras a San Isidro  II  (6"")  J";Operacion Correcta;1/11/22;1;11;2022;9:17:00 a. m.;AM;6.175.923,00;6.233.849,00;20,48;18,91; MA 
BM18;"Chorreras a San Isidro I  (6"")    J";Operacion Correcta;1/11/22;1;11;2022;9:20:00 a. m.;AM;7.973.418,00;7.973.469,00;17,68;15,18; MA 
BM15;"Marin Cañas Chorreras  ( 8"")";Operacion Correcta;1/11/22;1;11;2022;9:02:00 a. m.;AM;8.243.688,00;8.627.451,00;140,7;129,7; MA 
BM10;"El Higueron 8""  (6"")";Operacion Correcta;1/11/22;1;11;2022;9:05:00 a. m.;AM;6.776.356,00;6.972.505,00;72,7;66,06; MA 
BM11;"LA Gemela #1 (6"")";Operacion Correcta;1/11/22;1;11;2022;9:09:00 a. m.;AM;3.979.333,00;4.000.179,00;7,91;7,36; MA 
BM12;"LA Gemela #2  (6"")";Operacion Correcta;1/11/22;1;11;2022;9:12:00 a. m.;AM;6.364.880,00;6.552.410,00;73,8;64,55; MA 
BM06;Chorreras Naciente 350 mm  (Intrusivo);Macromedidor en mal estado;1/11/22;1;11;2022;1:24:00 p. m.;PM;;;122,04;171,31; M2 
SRM20;"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)";Problema de energización;1/11/22;1;11;2022;10:17:00 a. m.;AM;;;21,61;21,08; MA 
SRM21;"Conducción Flores al Tirol (6"") Llegando";Operacion Correcta;1/11/22;1;11;2022;9:57:00 a. m.;AM;1.962.488,00;2.147.951,00;71,1;50,7; M1 
SRM24;"Purificador Chalet Ingreso  Sn Rafael (6"")";Operacion Correcta;1/11/22;1;11;2022;10:01:00 a. m.;AM;1.535.079,00;1.598.430,00;21,22;28,83; MA 
SRM23;"Purificador Chalet Salida  Sn Rafael (6"")";Operacion Correcta;1/11/22;1;11;2022;10:02:00 a. m.;AM;1.341.620,00;1.399.238,00;20,21;28,23; MA 
;Mata Plátano;Operacion Correcta;1/11/22;1;11;2022;8:03:00 a. m.;AM;106.900,05;139.487,91;9,77;4,27;
BM25;"Sacramento 3""";Operacion Correcta;1/11/22;1;11;2022;12:05:00 p. m.;PM;100.385,00;114.259,00;4,85;5,17;
SPM01;"Pozo Miraflores        ( 8"" )";Pozo Apagado;1/12/22;1;12;2022;9:46:00 a. m.;AM;3.016.243,00;3.016.243,00;  ;  ; MA 
HM26;"Pozo La Esperanza I A ( 6"" )";Operacion Correcta;1/12/22;1;12;2022;10:17:00 a. m.;AM;5.399.307,00;5.526.721,00;49,3;50,2; MA 
HM15;"Pozo La Esperanza II  ( 6"" )";Pozo Apagado;1/12/22;1;12;2022;10:01:00 a. m.;AM;7.638,00;7.822,00;  ;  ; MA 
HM07;Pozo Real Santamaría;Operacion Correcta;1/12/22;1;12;2022;10:09:00 a. m.;AM;16.951.847,00;17.139.455,00;73,25;78,82; MA 
HM17;"Pozo Trebol (8"")";Operacion Correcta;1/12/22;1;12;2022;10:41:00 a. m.;AM;4.361.435,00;4.459.093,00;101,6;68,7; MA 
HM10;"Pozo Monte Alegre ( 6"" )";Pozo Apagado;1/12/22;1;12;2022;10:55:00 a. m.;AM;911.942,99;912.546,46;  ;  ; MA 
HM12;"Pozo Granada ( 10"" )";Operacion Correcta;1/12/22;1;12;2022;11:08:00 a. m.;AM;4.009.489,00;4.101.042,00;37,8;37,9; MA 
HM21;"Pozo Aurora II  ( 4"" )";Pozo Apagado;1/12/22;1;12;2022;11:13:00 a. m.;AM;156.770,00;156.770,00;  ;  ; MA 
HM20;"Pozo Aurora III  ( 4"" )";Pozo Apagado;1/12/22;1;12;2022;11:26:00 a. m.;AM;135.776,00;135.776,00;  ;  ; MA 
HM11;"Pozo Malinches   I ( 6"" )";Operacion Correcta;1/12/22;1;12;2022;11:37:00 a. m.;AM;870.565,13;990.675,05;50,5;50,74; MA 
HM22;Medidor para venta de agua Malinches;Pozo Apagado;1/12/22;1;12;2022;11:37:00 a. m.;AM;1.000,90;1.000,90;  ;  ; MA 
HM14;"Pozo Malinches  II  ( 6"" )";Operacion Correcta;1/12/22;1;12;2022;11:42:00 a. m.;AM;999.098,57;1.212.789,85;85,3;85,23; M2 
HM06;"Pozo San Vicente        ( 10"" )";Operacion Correcta;1/12/22;1;12;2022;10:28:00 a. m.;AM;;68.817,00;;109,49; MA 
HM18;"Pozo Claretiano         ( 10"" )";Operacion Correcta;1/12/22;1;12;2022;7:32:00 a. m.;AM;5.919.744,00;6.047.971,00;51,8;51; MA 
HM19;"Pozo Boruca (8"")";Macromedidor en mal estado;1/12/22;1;12;2022;7:47:00 a. m.;AM;343.746,90;;23,82;  ; MA 
BM17;"Pozo Malinches Real  ( 8"" )";Operacion Correcta;1/12/22;1;12;2022;7:57:00 a. m.;AM;1.174.562,00;1.207.249,00;  ;29,46; MA 
SRM28;"Pozo Los Altos I  ( 4"" )";Pozo Apagado;1/12/22;1;12;2022;8:07:00 a. m.;AM;306.324,00;328.399,00;  ;  ; MA 
SRM37;Pozo Los Altos II ;Operacion Correcta;1/12/22;1;12;2022;8:20:00 a. m.;AM;1.773.330,80;1.836.302,60;  ;29,94; MA 
SRM32;"Pozo Matasanos      ( 4"" )";Pozo Apagado;1/12/22;1;12;2022;8:27:00 a. m.;AM;443.917,00;455.914,00;  ;  ; MA 
SRM26;Pozo Joya 1;Operacion Correcta;1/12/22;1;12;2022;8:55:00 a. m.;AM;504.975,10;514.998,73;  ;8,96; MA 
SRM33;Pozo Joya 2;Operacion Correcta;1/12/22;1;12;2022;8:55:00 a. m.;AM;3.316.980,00;3.340.651,60;  ;26,49; MA 
HM13;"Pozo Joya 3 (8"")";Operacion Correcta;1/12/22;1;12;2022;7:23:00 a. m.;AM;2.357.215,00;2.391.952,00;  ;35,2; MA 
SRM30;"Pozo Santiago ( 8"" )";Pozo Apagado;1/12/22;1;12;2022;8:47:00 a. m.;AM;1.566.863,00;1.591.907,00;  ;  ; MA 
SRM25;"Pozo Burial       ( 6"" )";Pozo Apagado;1/12/22;1;12;2022;8:39:00 a. m.;AM;1.593.001,00;1.639.234,00;31,2;  ; MA 
SRM12;"Pozo Highland Ranch (3"")";Pozo Apagado;1/12/22;1;12;2022;10:00:00 a. m.;AM;631.944,00;642.279,00;  ;  ; MA 
SIM04;Pozo Santa Cruz I        ;Pozo Apagado;1/12/22;1;12;2022;12:24:00 p. m.;PM;1.658.938,10;1.660.940,80;16,5;  ; MA 
SIM02;"Pozo Santa Cruz II (8"")";Operacion Correcta;1/12/22;1;12;2022;12:24:00 p. m.;PM;96.184,26;153.199,95;41,54;45,62; MA 
;Pozo Vilaseca;Pozo Apagado;1/12/22;1;12;2022;12:25:00 p. m.;PM;;64.721,85;;  ;
;Rebombeo Vilaseca  Rebombeo Chizos;Punto Sin Macromedidor;1/12/22;1;12;2022;;AM;;;;;
SIM12;"Mata Maiz Llegando al Tanque 4""";Operacion Correcta;1/12/22;1;12;2022;3:39:00 p. m.;PM;737.859,00;767.098,00;7,32;12,1; MA 
SIM13;"Mata Caña llegando al Tanque 4""";Operacion Correcta;1/12/22;1;12;2022;3:40:00 p. m.;PM;975.910,00;997.052,00;7,53;7; MA 
SIM14;"Limpieza Tanque Victoria 8""";Linea fuera de Operación;1/12/22;1;12;2022;3:38:00 p. m.;PM;19.829,00;29.829,00;  ;28,98; MA 
SIM01;"Tanque Succion  tanque Victoria 6""";Operacion Correcta;1/12/22;1;12;2022;3:37:00 p. m.;PM;1.557.379,00;1.596.151,00;28,78;28,98; MA 
SIM09;"Rebombeo Chizos t. victoria 6""";Linea fuera de Operación;1/12/22;1;12;2022;3:36:00 p. m.;PM;830.612,85;832.845,27;  ;  ; MA 
SIM10;"Rebombeo Victoria  hacia el norte 4""";Linea fuera de Operación;1/12/22;1;12;2022;3:36:00 p. m.;PM;19.190,82;19.396,07;;  ; MA 
PEND;"Victoria Saliendo 6""";Linea fuera de Operación;1/12/22;1;12;2022;3:34:00 p. m.;PM;;1.763.468,00;;34,84; MA 
SIM16;"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")";Linea fuera de Operación;1/12/22;1;12;2022;4:02:00 p. m.;PM;272.804,00;276.512,00;16,26;  ; MA 
SIM05;"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")";Operacion Correcta;1/12/22;1;12;2022;3:56:00 p. m.;PM;519.144,00;521.867,00; -   ;8,68; MA 
SIM08;"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")";Operacion Correcta;1/12/22;1;12;2022;;AM;505.100,00;521.867,00; -   ;8,3; MA 
SIM06;"Fuente Yurro Hondo T Chilillal (4"")";Operacion Correcta;1/12/22;1;12;2022;11:15:00 a. m.;AM;219.744,00;231.900,00; -   ;1,02; MA 
SIM07;"Fuente Tranqueras T Chilillal (4"")";Operacion Correcta;1/12/22;1;12;2022;11:11:00 a. m.;AM;59.961,00;77.790,00; -   ;12,68; MA 
SRM04;Entrada Predio  Breña Mora (Estación Esquina);Operacion Correcta;1/12/22;1;12;2022;10:51:00 a. m.;AM;148.634,00;165.233,00; -   ;17,05; MA 
SRM51;Breña Mora Entrada Planta;Operacion Correcta;1/12/22;1;12;2022;11:00:00 a. m.;AM;1.506.896,70;1.544.672,00;12,4;14,8; MA 
SRM50;Breña Mora Salida Planta Tratamiento;Operacion Correcta;1/12/22;1;12;2022;10:57:00 a. m.;AM;1.314.787,30;1.350.228,00; -   ;22,6; MA 
PEND;Salida Tanque Breña Mora  Tanque San Isidro;Operacion Correcta;1/12/22;1;12;2022;10:58:00 a. m.;AM;148.639,00;165.233,00; -   ;17,05; MA 
SRM46;"Rebombeo T Sn Isidro  T Breña Mora (6"")";Linea fuera de Operación;1/12/22;1;12;2022;11:54:00 a. m.;AM;13.891,00;13.891,00; -   ;  ; MA 
SRM47;"Rebombeo T Breña Mora hacia el Norte 4""";Operacion Correcta;1/12/22;1;12;2022;10:51:00 a. m.;AM;24.432,09;25.158,00;0,9;0,96; MA 
SRM19;Entrada Chorreras I a Tanque San Isidro;Operacion Correcta;1/12/22;1;12;2022;10:31:00 a. m.;AM;190.429,00;227.862,00;13,12;5,69; MA 
SRM18;Entrada Chorreras II a Tanque San Isidro;Operacion Correcta;1/12/22;1;12;2022;10:31:00 a. m.;AM;1.484.970,00;1.520.982,00;0,46;7,53; MA 
SRM52;"Salida Tanque San Isidro Oeste 6""";Operacion Correcta;1/12/22;1;12;2022;10:42:00 a. m.;AM; -   ;1.534.926,00; -   ;17,14; MA 
SRM27;Salida Tanq San Isidro a San Francisco Bunt Planet;Operacion Correcta;1/12/22;1;12;2022;10:35:00 a. m.;AM;1.175.758,00;1.201.900,00;12,7;13,94; MA 
SRM29;Salida Pricipal Tanque San Isidro Bunt Planet;Operacion Correcta;1/12/22;1;12;2022;10:33:00 a. m.;AM;3.792.580,00;3.870.304,00;39,29;42,96; MA 
SIM17;Cementerio  Bunt Planet;Operacion Correcta;1/12/22;1;12;2022;12:18:00 p. m.;PM;868.453,11;885.211,13;8,73;8,47; MA 
SIM18;Mas x Menos Bunt Planet;Operacion Correcta;1/12/22;1;12;2022;12:21:00 p. m.;PM;1.350.123,00;1.380.482,50;15,09;14,86; MA 
SIM19;Cruz Roja Bunt Planet;Estación Fuera de Operación Definitiva;;0;11;2022;;AM;;;;; MA 
SIM53;Entrada al Tanque San Francisco (T4);Linea fuera de Operación;1/12/22;1;12;2022;12:30:00 p. m.;PM;619.987,00;643.677,00;7,91;  ; MA 
SRM01;"Presa Concepción Cieneguita  (Cienega Norte) (4"")";Operacion Correcta;1/12/22;1;12;2022;10:12:00 a. m.;AM;2.511.761,00;2.582.433,00;28,49;27,99; MA 
SRM48;Caja a la Entrada de T Cienega Sur Nuevo;Operacion Correcta;1/12/22;1;12;2022;10:19:00 a. m.;AM;1.578.350,00;1.632.264,00;22,36;22,53; MA 
SRM49;Caja a la Entrada de T Cienega Sur Nuevo;Operacion Correcta;1/12/22;1;12;2022;10:19:00 a. m.;AM;246.977,00;274.945,00;12,59;10,28; MA 
SRM11;Tanque ChamacoEntrada del Tirol;Operacion Correcta;1/12/22;1;12;2022;7:47:00 a. m.;AM;2.689.178,00;2.804.594,00;45,85;48,22; MA 
SRM07;"Cond Tanq. Chaverri T 90 Linea I  (8"")";Operacion Correcta;1/12/22;1;12;2022;8:05:00 a. m.;AM;503.980,00;671.621,00;76,27;49,26; MA 
SRM08;"Cond Tanq. Chaverri T90 Linea II  (8"")";Operacion Correcta;1/12/22;1;12;2022;8:05:00 a. m.;AM;11.061.726,00;11.264.926,00;90,49;81,64; MA 
SRM09;"Chaverri cinlindrico 90 Final ( 8"" )";Operacion Correcta;1/12/22;1;12;2022;8:02:00 a. m.;AM;579.299,89;579.299,89;  ;  ; MA 
SRM42;"Conducción Noventa a Palmar (4"")";Operacion Correcta;1/12/22;1;12;2022;7:59:00 a. m.;AM;95.260.526,00;98.390.129,00;13,58;13,17; MA 
SRM05;"Vertedero Tanque Noventa (18"") (Intrusivo)";Estación Fuera de Operación Definitiva;1/12/22;1;12;2022;;AM;;;;; MA 
;Iris Hernández;Operacion Correcta;1/12/22;1;12;2022;7:30:00 a. m.;AM;441.605,00;496.138,00;23,96;20,46; M1  
PEND;Derivación ASADA San Pedro de Barva;Macromedidor en mal estado;1/12/22;1;12;2022;;AM;;;;; M2  
BM09;Botho Steinvorth;Operacion Correcta;1/12/22;1;12;2022;7:34:00 a. m.;AM;3.348.652,50;3.400.362,80;24,75;19,26; MA 
BM08;Llegada de las 29 al Tanque Steinvorth;Operacion Correcta;1/12/22;1;12;2022;7:29:00 a. m.;AM;2.062.927,00;2.104.811,00;17,22;16,77; MA 
BM21;"Conducción Flores al Tirol (8"") Saliendo";Operacion Correcta;1/12/22;1;12;2022;8:14:00 a. m.;AM;5.690.464,90;5.805.767,50;67,31;68,68; MA 
;29 Catarata;Operacion Correcta;1/12/22;1;12;2022;9:45:00 a. m.;AM;275.834,00;318.334,00;17,34;16,51;
BM16;Arrieta;Operacion Correcta;1/12/22;1;12;2022;9:10:00 a. m.;AM;3.926.707,30;4.027.559,20;34,68;14,69; MA 
;La Anexa;Operacion Correcta;1/12/22;1;12;2022;9:03:00 a. m.;AM;158.581,00;178.155,00;6,16;8,77; M1 
BM03;Carlos Steinvorth;Operacion Correcta;1/12/22;1;12;2022;9:15:00 a. m.;AM;37.075.675,00;37.658.212,00;32,61;10,54; MA 
;29 A;Macromedidor en mal estado;1/12/22;1;12;2022;10:13:00 a. m.;AM;93.097,00;93.097,00;17,37;16,37; M1 
BM14;Sacramento;Macromedidor en mal estado;1/12/22;1;12;2022;11:23:00 a. m.;AM;3.440.504,00;3.512.995,00;27,95;8,31; MA 
BM19;"Marin Cañas Electromagnetico 2""";Operacion Correcta;1/12/22;1;12;2022;9:00:00 a. m.;AM;205.349,00;207.886,00;1,36;0,74; MA 
BM13;"Llegada al Tanque Marin Cañas  ( 6"")";Operacion Correcta;1/12/22;1;12;2022;8:56:00 a. m.;AM;11.334.766,00;11.600.609,00;128,13;74,54; MA 
BM20;"Chorreras a San Isidro  II  (6"")  J";Operacion Correcta;1/12/22;1;12;2022;8:20:00 a. m.;AM;6.233.849,00;6.282.289,00;18,91;8,12; MA 
BM18;"Chorreras a San Isidro I  (6"")    J";Operacion Correcta;1/12/22;1;12;2022;8:20:00 a. m.;AM;7.973.469,00;7.973.496,00;15,18;10,95; MA 
BM15;"Marin Cañas Chorreras  ( 8"")";Operacion Correcta;1/12/22;1;12;2022;8:35:00 a. m.;AM;8.627.451,00;8.895.065,00;129,7;106,9; MA 
BM10;"El Higueron 8""  (6"")";Operacion Correcta;1/12/22;1;12;2022;8:37:00 a. m.;AM;6.972.505,00;7.129.194,00;66,06;46,17; MA 
BM11;"LA Gemela #1 (6"")";Operacion Correcta;1/12/22;1;12;2022;8:39:00 a. m.;AM;4.000.179,00;4.019.685,00;7,36;7,47; MA 
BM12;"LA Gemela #2  (6"")";Operacion Correcta;1/12/22;1;12;2022;8:41:00 a. m.;AM;6.552.410,00;6.671.827,00;64,55;46,14; MA 
BM06;Chorreras Naciente 350 mm  (Intrusivo);Punto Sin Macromedidor;2/12/22;2;12;2022;12:06:00 p. m.;PM;;;171,31;99,85; M2 
