ID;PUNTO DE MEDICION;ESTADO;FECHA;DIAF;MESF;ANOF;HORA;HORARIO;CAUDAL ACUMULADO ANTERIOR;CAUDAL ACUMULADO;LECTURA MES ANTERIOR;LECTURA REGISTRO;INSTRUMENTO
SRM01;"Presa Concepción Cieneguita  (Cienega Norte) (4"")";Operacion Correcta;2/5/23;2;5;2023;10:46:00 a. m.;AM;2.806.548,00;2.840.274,00;20,55;6,57; MA 
SRM48;Caja a la Entrada de T Cienega Sur Nuevo;Operacion Correcta;2/5/23;2;5;2023;10:53:00 a. m.;AM;1.812.136,00;1.842.114,00;13;7,16; MA 
SRM49;Caja a la Entrada de T Cienega Sur Nuevo;Operacion Correcta;2/5/23;2;5;2023;10:54:00 a. m.;AM;405.347,00;438.428,00;16,07;13,46; MA 
SRM11;Tanque ChamacoEntrada del Tirol;Operacion Correcta;2/5/23;2;5;2023;7:21:00 a. m.;AM;3.211.968,20;3.279.449,00;27,07;16,09; MA 
SRM07;"Cond Tanq. Chaverri T 90 Linea I  (8"")";Operacion Correcta;2/5/23;2;5;2023;8:40:00 a. m.;AM;1.361.329,00;1.474.612,00;41,73;41,38; MA 
SRM08;"Cond Tanq. Chaverri T90 Linea II  (8"")";Operacion Correcta;2/5/23;2;5;2023;8:39:00 a. m.;AM;12.091.104,00;12.260.348,00;41,73;57,84; MA 
SRM09;"Chaverri cinlindrico 90 Final ( 8"" )";Operacion Correcta;2/5/23;2;5;2023;8:45:00 a. m.;AM;579.299,89;579.299,89;  ;  ; MA 
SRM42;"Conducción Noventa a Palmar (4"")";Operacion Correcta;2/5/23;2;5;2023;8:49:00 a. m.;AM;1.114.692,20;1.147.873,00;15,19;15,2; MA 
SRM05;"Vertedero Tanque Noventa (18"") (Intrusivo)";Estación Fuera de Operación Definitiva;;0;4;2023;;AM;;;;; MA 
;Iris Hernández;Operacion Correcta;2/5/23;2;5;2023;8:10:00 a. m.;AM;622.609,00;634.936,00;6,54;3,82; M1  
PEND;Derivación ASADA San Pedro de Barva;Macromedidor en mal estado;;0;4;2023;;AM;;;;; M2  
BM09;Botho Steinvorth;Operacion Correcta;2/5/23;2;5;2023;8:15:00 a. m.;AM;3.553.045,00;3.575.850,70;10,52;2,74; MA 
BM08;Llegada de las 29 al Tanque Steinvorth;Operacion Correcta;2/5/23;2;5;2023;8:08:00 a. m.;AM;2.229.779,00;2.253.842,00;8,43;8,95; MA 
BM21;"Conducción Flores al Tirol (8"") Saliendo";Operacion Correcta;2/5/23;2;5;2023;8:40:00 a. m.;AM;6.274.006,80;6.383.369,80;55,92;40,9; MA 
;29 Catarata;Operacion Correcta;2/5/23;2;5;2023;10:05:00 a. m.;AM;425.290,00;438.116,00;9,83;3,94;
BM16;Arrieta;Operacion Correcta;2/5/23;2;5;2023;9:35:00 a. m.;AM;4.374.369,90;4.429.334,50;22,45;36,84; MA 
;La Anexa;Operacion Correcta;2/5/23;2;5;2023;9:45:00 a. m.;AM;242.735,00;256.562,00;5,74;6,14; M1 
BM03;Carlos Steinvorth;Operacion Correcta;2/5/23;2;5;2023;9:50:00 a. m.;AM;3.954.075,40;3.985.282,00;18,7;12,88; MA 
;29 A;Operacion Correcta;2/5/23;2;5;2023;10:30:00 a. m.;AM;105.640,00;111.796,00;11,52;5,95; M1 
BM14;Sacramento;Operacion Correcta;2/5/23;2;5;2023;10:55:00 a. m.;AM;3.766.085,00;3.807.565,00;18,42;15,24; MA 
BM19;"Marin Cañas Electromagnetico 2""";Operacion Correcta;2/5/23;2;5;2023;8:48:00 a. m.;AM;217.367,00;219.961,00;1,19;1,2; MA 
BM13;"Llegada al Tanque Marin Cañas  ( 6"")";Operacion Correcta;2/5/23;2;5;2023;9:37:00 a. m.;AM;12.404.092,00;12.478.755,00;47,32;31,87; MA 
BM20;"Chorreras a San Isidro  II  (6"")  J";Operacion Correcta;2/5/23;2;5;2023;9:01:00 a. m.;AM;;6.537.033,00;;19,39; MA 
BM18;"Chorreras a San Isidro I  (6"")    J";Operacion Correcta;2/5/23;2;5;2023;9:06:00 a. m.;AM;7.983.840,00;7.983.856,00;3,04;15,39; MA 
BM15;"Marin Cañas Chorreras  ( 8"")";Operacion Correcta;2/5/23;2;5;2023;9:16:00 a. m.;AM;9.813.575,00;9.937.869,00;51,1;43,2; MA 
BM10;"El Higueron 8""  (6"")";Operacion Correcta;2/5/23;2;5;2023;9:18:00 a. m.;AM;7.512.705,00;7.587.846,00;31,74;28,31; MA 
BM11;"LA Gemela #1 (6"")";Operacion Correcta;2/5/23;2;5;2023;9:20:00 a. m.;AM;4.067.919,00;4.074.696,00;2,61;2,83; MA 
BM12;"LA Gemela #2  (6"")";Operacion Correcta;2/5/23;2;5;2023;9:23:00 a. m.;AM;7.035.610,00;7.082.951,00;19,03;18,39; MA 
BM06;Chorreras Naciente 350 mm  (Intrusivo);Punto Sin Macromedidor;2/5/23;2;5;2023;3:25:00 p. m.;PM;;;18,69;10,13; M2 
SRM20;"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)";Operacion Correcta;2/5/23;2;5;2023;9:59:00 a. m.;AM;267.222,00;335.070,00;25,49;28,89; MA 
SRM21;"Conducción Flores al Tirol (6"") Llegando";Operacion Correcta;2/5/23;2;5;2023;10:19:00 a. m.;AM;2.871.884,00;2.966.917,00;54,7;30; M1 
SRM24;"Purificador Chalet Ingreso  Sn Rafael (6"")";Operacion Correcta;2/5/23;2;5;2023;10:10:00 a. m.;AM;1.920.279,00;1.982.957,00;23,61;21,79; MA 
SRM23;"Purificador Chalet Salida  Sn Rafael (6"")";Operacion Correcta;2/5/23;2;5;2023;10:11:00 a. m.;AM;1.691.005,00;1.748.302,00;23,63;21,66; MA 
SR54;Mata Plátano;Operacion Correcta;2/5/23;2;5;2023;7:35:00 a. m.;AM;;217.132,28;;2,73;
BM25;"Sacramento 3""";Operacion Correcta;2/5/23;2;5;2023;11:15:00 a. m.;AM;181.518,00;193.445,00;4,9;5,49;
SPM01;"Pozo Miraflores        ( 8"" )";Operacion Correcta;1/6/23;1;6;2023;11:46:00 a. m.;AM;3.266.703,00;3.339.027,00;52,1;54; MA 
HM26;"Pozo La Esperanza I A ( 6"" )";Operacion Correcta;1/6/23;1;6;2023;2:24:00 p. m.;PM;6.150.106,00;6.283.354,00;52,2;51,9; MA 
HM15;"Pozo La Esperanza II  ( 6"" )";Operacion Correcta;1/6/23;1;6;2023;2:20:00 p. m.;PM;13.705,00;13.705,00;  ;  ; MA 
HM07;Pozo Real Santamaría;Operacion Correcta;1/6/23;1;6;2023;2:33:00 p. m.;PM;18.054.503,00;18.233.189,00;72,27;68,86; MA 
HM17;"Pozo Trebol (8"")";Operacion Correcta;1/6/23;1;6;2023;2:14:00 p. m.;PM;5.101.400,00;5.284.488,00;68,1;70,2; MA 
HM10;"Pozo Monte Alegre ( 6"" )";Operacion Correcta;1/6/23;1;6;2023;2:02:00 p. m.;PM;972.926,15;1.007.272,00;  ;20,21; MA 
HM12;"Pozo Granada ( 10"" )";Operacion Correcta;1/6/23;1;6;2023;1:47:00 p. m.;PM;4.561.259,00;4.644.774,00;32,7;32,5; MA 
HM21;"Pozo Aurora II  ( 4"" )";Pozo Apagado;1/6/23;1;6;2023;1:43:00 p. m.;PM;156.777,00;156.770,00;  ;  ; MA 
HM20;"Pozo Aurora III  ( 4"" )";Pozo Apagado;1/6/23;1;6;2023;1:38:00 p. m.;PM;135.776,00;135.776,00;  ;  ; MA 
HM11;"Pozo Malinches   I ( 6"" )";Operacion Correcta;1/6/23;1;6;2023;1:28:00 p. m.;PM;305.522,25;425.922,01;48,53;  ; MA 
HM22;Medidor para venta de agua Malinches;Operacion Correcta;1/6/23;1;6;2023;1:27:00 p. m.;PM;1.030,18;1.000,90;  ;  ; MA 
HM14;"Pozo Malinches  II  ( 6"" )";Operacion Correcta;1/6/23;1;6;2023;1:22:00 p. m.;PM;2.321.241,62;2.539.062,39;84,21;83,8; M2 
HM06;"Pozo San Vicente        ( 10"" )";Operacion Correcta;1/6/23;1;6;2023;1:11:00 p. m.;PM;1.207.494,00;1.478.142,00;105,39;104,75; MA 
HM18;"Pozo Claretiano         ( 10"" )";Operacion Correcta;1/6/23;1;6;2023;11:41:00 a. m.;AM;6.690.051,00;6.811.406,00;48,2;46,2; MA 
HM19;"Pozo Boruca (8"")";Operacion Correcta;1/6/23;1;6;2023;11:31:00 a. m.;AM;648.860,63;710.308,55;24,8;23,6; MA 
BM17;"Pozo Malinches Real  ( 8"" )";Operacion Correcta;1/6/23;1;6;2023;11:27:00 a. m.;AM;1.524.217,00;1.597.478,00;28,95;29,11; MA 
SRM28;"Pozo Los Altos I  ( 4"" )";Operacion Correcta;1/6/23;1;6;2023;11:08:00 a. m.;AM;496.617,00;523.503,00;12,27;8,68; MA 
SRM37;Pozo Los Altos II ;Operacion Correcta;1/6/23;1;6;2023;11:12:00 a. m.;AM;2.101.621,20;2.101.621,20;  ;  ; MA 
SRM32;"Pozo Matasanos      ( 4"" )";Operacion Correcta;1/6/23;1;6;2023;11:04:00 a. m.;AM;571.128,00;;8,84;; MA 
SRM26;Pozo Joya 1;Operacion Correcta;1/6/23;1;6;2023;11:30:00 a. m.;AM;609.897,55;625.953,95;6,86;5,97; MA 
SRM33;Pozo Joya 2;Operacion Correcta;1/6/23;1;6;2023;11:21:00 a. m.;AM;3.666.344,70;3.731.604,70;25,2;24,73; MA 
HM13;"Pozo Joya 3 (8"")";Operacion Correcta;1/6/23;1;6;2023;12:55:00 p. m.;PM;2.820.633,00;2.910.980,00;35;35,1; MA 
SRM30;"Pozo Santiago ( 8"" )";Operacion Correcta;1/6/23;1;6;2023;11:25:00 a. m.;AM;1.908.199,00;1.989.911,10;30,9;31; MA 
SRM25;"Pozo Burial       ( 6"" )";Operacion Correcta;1/6/23;1;6;2023;11:12:00 a. m.;AM;1.937.777,00;2.015.721,00;30,9;31,04; MA 
SRM12;"Pozo Highland Ranch (3"")";Operacion Correcta;1/6/23;1;6;2023;10:46:00 a. m.;AM;745.592,00;846.141,00;10,92;10,87; MA 
SIM04;Pozo Santa Cruz I        ;Operacion Correcta;1/6/23;1;6;2023;1:45:00 p. m.;PM;1.790.934,60;1.815.845,70;23,2;22,66; MA 
SIM02;"Pozo Santa Cruz II (8"")";Operacion Correcta;1/6/23;1;6;2023;1:43:00 p. m.;PM;484.428,00;586.364,47;44,5;44,77; MA 
;Pozo Vilaseca;Operacion Correcta;1/6/23;1;6;2023;3:32:00 p. m.;PM;;253.744,24;;55,18; MA 
;Rebombeo Vilaseca  Rebombeo Chizos;Punto Sin Macromedidor;;0;5;2023;;AM;;;;;
SIM12;"Mata Maiz Llegando al Tanque 4""";Operacion Correcta;1/6/23;1;6;2023;8:31:00 a. m.;AM;866.800,00;872.458,00;2,9;1,8; MA 
SIM13;"Mata Caña llegando al Tanque 4""";Operacion Correcta;1/6/23;1;6;2023;8:31:00 a. m.;AM;1.080.299,00;1.090.226,00;4,64;3,42; MA 
SIM14;"Limpieza Tanque Victoria 8""";Linea fuera de Operación;1/6/23;1;6;2023;8:30:00 a. m.;AM;19.829,00;19.829,00;  ;  ; MA 
SIM01;"Tanque Succion  tanque Victoria 6""";Operacion Correcta;1/6/23;1;6;2023;8:28:00 a. m.;AM;1.764.293,00;1.779.540,00;  ; Sin Caudal ; MA 
SIM09;"Rebombeo Chizos t. victoria 6""";Operacion Correcta;1/6/23;1;6;2023;8:27:00 a. m.;AM;905.849,30;944.901,40;17,35; Sin Caudal ; MA 
SIM10;"Rebombeo Victoria  hacia el norte 4""";Operacion Correcta;1/6/23;1;6;2023;8:26:00 a. m.;AM;20.395,82;20.611,28;0,22; -   ; MA 
PEND;"Victoria Saliendo 6""";Operacion Correcta;1/6/23;1;6;2023;8:25:00 a. m.;AM;2.113.365,60;2.206.113,00;39,76;39,59; MA 
SIM16;"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")";Operacion Correcta;1/6/23;1;6;2023;8:54:00 a. m.;AM;317.788,00;336.839,00;  ;15,84; MA 
SIM05;"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")";Operacion Correcta;1/6/23;1;6;2023;8:55:00 a. m.;AM;587.833,00;592.726,00;  ;0,42; MA 
SIM08;"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")";Operacion Correcta;1/6/23;1;6;2023;8:56:00 a. m.;AM;568.758,00;573.521,00;  ;0,4; MA 
SIM06;"Fuente Yurro Hondo T Chilillal (4"")";Operacion Correcta;1/6/23;1;6;2023;9:26:00 a. m.;AM;239.775,00;239.908,00;0,13; -   ; MA 
SIM07;"Fuente Tranqueras T Chilillal (4"")";Operacion Correcta;1/6/23;1;6;2023;9:25:00 a. m.;AM;137.102,00;138.653,00;  ; -   ; MA 
SRM04;Entrada Predio  Breña Mora (Estación Esquina);Operacion Correcta;;0;5;2023;;AM;;;;; MA 
SRM51;Breña Mora Entrada Planta;Operacion Correcta;1/6/23;1;6;2023;9:45:00 a. m.;AM;1.718.047,50;1.735.401,30;8,1;5,1; MA 
SRM50;Breña Mora Salida Planta Tratamiento;Operacion Correcta;1/6/23;1;6;2023;9:46:00 a. m.;AM;1.510.853,30;1.527.833,50;21,7;  ; MA 
PEND;Salida Tanque Breña Mora  Tanque San Isidro;Operacion Correcta;1/6/23;1;6;2023;9:41:00 a. m.;AM;219.909,00;221.069,00;  ;  ; MA 
SRM46;"Rebombeo T Sn Isidro  T Breña Mora (6"")";Operacion Correcta;1/6/23;1;6;2023;9:48:00 a. m.;AM;15.076,00;17.459,00;  ;  ; MA 
SRM47;"Rebombeo T Breña Mora hacia el Norte 4""";Operacion Correcta;1/6/23;1;6;2023;9:50:00 a. m.;AM;29.222,00;30.003,00;  ;  ; MA 
SRM19;Entrada Chorreras I a Tanque San Isidro;Operacion Correcta;1/6/23;1;6;2023;10:00:00 a. m.;AM;391.669,00;428.355,00;8,07;12,37; MA 
SRM18;Entrada Chorreras II a Tanque San Isidro;Operacion Correcta;1/6/23;1;6;2023;10:01:00 a. m.;AM;1.643.493,00;1.644.114,00;  ;  ; MA 
SRM52;"Salida Tanque San Isidro Oeste 6""";Operacion Correcta;1/6/23;1;6;2023;10:06:00 a. m.;AM;1.777.108,00;1.843.074,00;33,64;28,74; MA 
SRM27;Salida Tanq San Isidro a San Francisco Bunt Planet;Operacion Correcta;1/6/23;1;6;2023;10:02:00 a. m.;AM;1.339.166,00;1.365.596,00;13,05;16,52; MA 
SRM29;Salida Pricipal Tanque San Isidro Bunt Planet;Operacion Correcta;1/6/23;1;6;2023;10:01:00 a. m.;AM;4.219.147,00;4.279.939,00;42,8;30,25; MA 
SIM17;Cementerio  Bunt Planet;Operacion Correcta;1/6/23;1;6;2023;8:00:00 a. m.;AM;986.840,00;1.008.918,60;9,43;9,31; MA 
SIM18;Mas x Menos Bunt Planet;Operacion Correcta;1/6/23;1;6;2023;8:03:00 a. m.;AM;1.563.566,90;1.604.222,40;17,93;17,51; MA 
SIM19;Cruz Roja Bunt Planet;Estación Fuera de Operación Definitiva;;0;5;2023;;AM;;;;; MA 
SIM53;Entrada al Tanque San Francisco (T4);Linea fuera de Operación;1/6/23;1;6;2023;7:49:00 a. m.;AM;664.426,00;668.144,00;  ; Sin Caudal ; MA 
SRM01;"Presa Concepción Cieneguita  (Cienega Norte) (4"")";Operacion Correcta;1/6/23;1;6;2023;10:32:00 a. m.;AM;2.840.274,00;2.844.728,00;6,57;  ; MA 
SRM48;Caja a la Entrada de T Cienega Sur Nuevo;Operacion Correcta;1/6/23;1;6;2023;10:22:00 a. m.;AM;1.842.114,00;1.845.918,00;7,16;0,6; MA 
SRM49;Caja a la Entrada de T Cienega Sur Nuevo;Operacion Correcta;1/6/23;1;6;2023;10:23:00 a. m.;AM;438.428,00;469.049,00;13,46;10,04; MA 
SRM11;Tanque ChamacoEntrada del Tirol;Operacion Correcta;1/6/23;1;6;2023;9:00:00 a. m.;AM;3.279.449,00;3.318.846,00;16,09;12,42; MA 
SRM07;"Cond Tanq. Chaverri T 90 Linea I  (8"")";Operacion Correcta;1/6/23;1;6;2023;9:13:00 a. m.;AM;1.474.612,00;1.579.892,00;41,38;34,04; MA 
SRM08;"Cond Tanq. Chaverri T90 Linea II  (8"")";Operacion Correcta;1/6/23;1;6;2023;9:13:00 a. m.;AM;12.260.348,00;12.404.946,00;57,84;47,55; MA 
SRM09;"Chaverri cinlindrico 90 Final ( 8"" )";Operacion Correcta;1/6/23;1;6;2023;9:15:00 a. m.;AM;579.299,89;;  ;  ; MA 
SRM42;"Conducción Noventa a Palmar (4"")";Operacion Correcta;1/6/23;1;6;2023;9:19:00 a. m.;AM;1.147.873,00;1.841.285,00;15,2;14,91; MA 
SRM05;"Vertedero Tanque Noventa (18"") (Intrusivo)";Estación Fuera de Operación Definitiva;;0;5;2023;;AM;;;;; MA 
;Iris Hernández;Operacion Correcta;1/6/23;1;6;2023;7:25:00 a. m.;AM;634.936,00;642.614,00;3,82;2,77; M1  
PEND;Derivación ASADA San Pedro de Barva;Macromedidor en mal estado;;0;5;2023;;AM;;;;; M2  
BM09;Botho Steinvorth;Operacion Correcta;1/6/23;1;6;2023;7:33:00 a. m.;AM;3.575.850,70;3.578.048,40;2,74;4,66; MA 
BM08;Llegada de las 29 al Tanque Steinvorth;Operacion Correcta;1/6/23;1;6;2023;7:20:00 a. m.;AM;2.253.842,00;2.274.263,00;8,95;4,45; MA 
BM21;"Conducción Flores al Tirol (8"") Saliendo";Operacion Correcta;1/6/23;1;6;2023;7:50:00 a. m.;AM;6.383.369,80;6.498.434,50;40,9;19,59; MA 
;29 Catarata;Operacion Correcta;1/6/23;1;6;2023;9:21:00 a. m.;AM;438.116,00;447.988,00;3,94;5,35;
BM16;Arrieta;Operacion Correcta;1/6/23;1;6;2023;8:40:00 a. m.;AM;4.429.334,50;4.482.103,80;36,84;25,52; MA 
;La Anexa;Operacion Correcta;1/6/23;1;6;2023;8:50:00 a. m.;AM;256.562,00;271.227,00;6,14;6,38; M1 
BM03;Carlos Steinvorth;Operacion Correcta;1/6/23;1;6;2023;8:55:00 a. m.;AM;3.985.282,00;4.013.315,20;12,88;10,26; MA 
;29 A;Operacion Correcta;1/6/23;1;6;2023;9:56:00 a. m.;AM;111.796,00;111.882,00;5,95;4,75; M1 
BM14;Sacramento;Operacion Correcta;1/6/23;1;6;2023;10:40:00 a. m.;AM;3.807.565,00;3.834.990,00;15,24;11,45; MA 
BM19;"Marin Cañas Electromagnetico 2""";Operacion Correcta;1/6/23;1;6;2023;10:12:00 a. m.;AM;219.961,00;222.181,00;1,2;0,88; MA 
BM13;"Llegada al Tanque Marin Cañas  ( 6"")";Operacion Correcta;1/6/23;1;6;2023;10:08:00 a. m.;AM;12.478.755,00;12.534.738,00;31,87;21,2; MA 
BM20;"Chorreras a San Isidro  II  (6"")  J";Operacion Correcta;1/6/23;1;6;2023;9:55:00 a. m.;AM;6.537.033,00;6.587.759,00;19,39;11,46; MA 
BM18;"Chorreras a San Isidro I  (6"")    J";Operacion Correcta;1/6/23;1;6;2023;9:59:00 a. m.;AM;7.983.856,00;7.983.899,00;15,39;24,56; MA 
BM15;"Marin Cañas Chorreras  ( 8"")";Operacion Correcta;1/6/23;1;6;2023;9:40:00 a. m.;AM;9.937.869,00;10.012.882,00;43,2;24,01; MA 
BM10;"El Higueron 8""  (6"")";Operacion Correcta;1/6/23;1;6;2023;9:45:00 a. m.;AM;7.587.846,00;7.662.011,00;28,31;26,9; MA 
BM11;"LA Gemela #1 (6"")";Operacion Correcta;1/6/23;1;6;2023;9:45:00 a. m.;AM;4.074.696,00;4.083.030,00;2,83;3,4; MA 
BM12;"LA Gemela #2  (6"")";Operacion Correcta;1/6/23;1;6;2023;9:49:00 a. m.;AM;7.082.951,00;7.132.270,00;18,39;20,3; MA 
BM06;Chorreras Naciente 350 mm  (Intrusivo);Punto Sin Macromedidor;2/6/23;2;6;2023;12:30:00 p. m.;PM;;;10,13;5,26; M2 
SRM20;"Marin Cañas  Brasilia (4"") (en Tanque Brasilia)";Operacion Correcta;1/6/23;1;6;2023;10:20:00 a. m.;AM;335.070,00;411.444,00;28,89;28,06; MA 
SRM21;"Conducción Flores al Tirol (6"") Llegando";Operacion Correcta;1/6/23;1;6;2023;10:31:00 a. m.;AM;2.966.917,00;3.044.328,00;30;28,4; M1 
SRM24;"Purificador Chalet Ingreso  Sn Rafael (6"")";Operacion Correcta;1/6/23;1;6;2023;10:52:00 a. m.;AM;1.982.957,00;2.038.300,00;21,79;23,9; MA 
SRM23;"Purificador Chalet Salida  Sn Rafael (6"")";Operacion Correcta;1/6/23;1;6;2023;10:52:00 a. m.;AM;1.748.302,00;1.798.743,00;21,66;22,59; MA 
SR54;Mata Plátano;Operacion Correcta;1/6/23;1;6;2023;8:46:00 a. m.;AM;217.132,28;223.571,30;2,73;6,71; MA 
BM25;"Sacramento 3""";Operacion Correcta;1/6/23;1;6;2023;3:22:00 p. m.;PM;193.445,00;207.292,00;5,49;5,18;
SPM01;"Pozo Miraflores        ( 8"" )";Operacion Correcta;3/7/23;3;7;2023;2:30:00 p. m.;PM;3.339.027,00;3.482.162,00;54;56; MA 
HM26;"Pozo La Esperanza I A ( 6"" )";Operacion Correcta;3/7/23;3;7;2023;8:24:00 a. m.;AM;6.283.354,00;6.422.149,00;51,9;52; MA 
HM15;"Pozo La Esperanza II  ( 6"" )";Operacion Correcta;3/7/23;3;7;2023;8:33:00 a. m.;AM;13.705,00;13.710,00;  ;  ; MA 
HM07;Pozo Real Santamaría;Operacion Correcta;3/7/23;3;7;2023;8:45:00 a. m.;AM;18.233.189,00;18.420.088,00;68,86;72,57; MA 
HM17;"Pozo Trebol (8"")";Operacion Correcta;3/7/23;3;7;2023;10:15:00 a. m.;AM;5.284.488,00;5.468.117,00;70,2;70,4; MA 
HM10;"Pozo Monte Alegre ( 6"" )";Operacion Correcta;3/7/23;3;7;2023;10:00:00 a. m.;AM;1.007.272,00;1.034.313,10;20,21;  ; MA 
HM12;"Pozo Granada ( 10"" )";Operacion Correcta;3/7/23;3;7;2023;10:30:00 a. m.;AM;4.644.774,00;4.732.675,00;32,5;31,4; MA 
HM21;"Pozo Aurora II  ( 4"" )";Pozo Apagado;3/7/23;3;7;2023;10:40:00 a. m.;AM;156.770,00;156.777,00;  ;  ; MA 
HM20;"Pozo Aurora III  ( 4"" )";Pozo Apagado;3/7/23;3;7;2023;10:50:00 a. m.;AM;135.776,00;135.777,00;  ;  ; MA 
HM11;"Pozo Malinches   I ( 6"" )";Operacion Correcta;3/7/23;3;7;2023;11:05:00 a. m.;AM;425.922,01;552.808,50;  ;47,5; MA 
HM22;Medidor para venta de agua Malinches;Operacion Correcta;3/7/23;3;7;2023;11:10:00 a. m.;AM;1.000,90;1.030,18;  ;; MA 
HM14;"Pozo Malinches  II  ( 6"" )";Operacion Correcta;3/7/23;3;7;2023;11:15:00 a. m.;AM;2.539.062,39;2.766.972,25;83,8;83,75; M2 
HM06;"Pozo San Vicente        ( 10"" )";Operacion Correcta;3/7/23;3;7;2023;8:50:00 a. m.;AM;1.478.142,00;1.767.573,00;104,75;106,3; MA 
HM18;"Pozo Claretiano         ( 10"" )";Operacion Correcta;3/7/23;3;7;2023;11:25:00 a. m.;AM;6.811.406,00;6.937.389,00;46,2;46,8; MA 
HM19;"Pozo Boruca (8"")";Macromedidor en mal estado;3/7/23;3;7;2023;2:42:00 p. m.;PM;710.308,55; FOP ;23,6;22,82; MA 
BM17;"Pozo Malinches Real  ( 8"" )";Operacion Correcta;3/7/23;3;7;2023;11:45:00 a. m.;AM;1.597.478,00;1.673.814,00;29,11;28,88; MA 
SRM28;"Pozo Los Altos I  ( 4"" )";Operacion Correcta;3/7/23;3;7;2023;2:50:00 p. m.;PM;523.503,00;544.579,00;8,68;9,87; MA 
SRM37;Pozo Los Altos II ;Operacion Correcta;3/7/23;3;7;2023;2:53:00 p. m.;PM;21.016.212,00;21.600.077,00;  ;29,11; MA 
SRM32;"Pozo Matasanos      ( 4"" )";Operacion Correcta;3/7/23;3;7;2023;2:33:00 p. m.;PM;574.205,00;591.199,00;7,65;7,76; MA 
SRM26;Pozo Joya 1;Operacion Correcta;3/7/23;3;7;2023;2:05:00 p. m.;PM;625.953,95;640.082,31;5,97;  ; MA 
SRM33;Pozo Joya 2;Operacion Correcta;30/6/23;30;6;2023;2:07:00 p. m.;PM;3.731.604,70;3.792.630,00;24,73;  ; MA 
HM13;"Pozo Joya 3 (8"")";Operacion Correcta;3/7/23;3;7;2023;12:30:00 p. m.;PM;2.910.980,00;2.997.063,00;35,1;  ; MA 
SRM30;"Pozo Santiago ( 8"" )";Operacion Correcta;30/6/23;30;6;2023;2:21:00 p. m.;PM;1.989.911,10;2.054.069,00;31;30,3; MA 
SRM25;"Pozo Burial       ( 6"" )";Operacion Correcta;3/7/23;3;7;2023;12:10:00 p. m.;PM;2.015.721,00;2.096.373,00;31,04;31,43; MA 
SRM12;"Pozo Highland Ranch (3"")";Macromedidor en mal estado;3/7/23;3;7;2023;9:50:00 a. m.;AM;846.141,00; FOP ;10,87;11,38; MA 
SIM04;Pozo Santa Cruz I        ;Operacion Correcta;30/6/23;30;6;2023;9:58:00 a. m.;AM;1.815.845,70;1.826.277,80;22,66;22,33; MA 
SIM02;"Pozo Santa Cruz II (8"")";Operacion Correcta;30/6/23;30;6;2023;9:59:00 a. m.;AM;586.364,47;660.157,05;44,77;45,88; MA 
;Pozo Vilaseca;Operacion Correcta;30/6/23;30;6;2023;9:37:00 a. m.;AM;253.744,24;295.550,67;55,18;  ; MA 
;Rebombeo Vilaseca  Rebombeo Chizos;Punto Sin Macromedidor;30/6/23;30;6;2023;;AM;;;;;
SIM12;"Mata Maiz Llegando al Tanque 4""";Operacion Correcta;30/6/23;30;6;2023;10:19:00 a. m.;AM;872.458,00;883.091,00;1,8;5,05; MA 
SIM13;"Mata Caña llegando al Tanque 4""";Operacion Correcta;30/6/23;30;6;2023;10:19:00 a. m.;AM;1.090.226,00;1.100.050,00;3,42;4,28; MA 
SIM14;"Limpieza Tanque Victoria 8""";Operacion Correcta;30/6/23;30;6;2023;10:30:00 a. m.;AM;19.829,00;19.829,00;  ;  ; MA 
SIM01;"Tanque Succion  tanque Victoria 6""";Operacion Correcta;30/6/23;30;6;2023;10:18:00 a. m.;AM;1.779.540,00;1.799.537,00; Sin Caudal ;  ; MA 
SIM09;"Rebombeo Chizos t. victoria 6""";Operacion Correcta;30/6/23;30;6;2023;10:18:00 a. m.;AM;944.901,40;978.782,70; Sin Caudal ;20,43; MA 
SIM10;"Rebombeo Victoria  hacia el norte 4""";Operacion Correcta;30/6/23;30;6;2023;10:17:00 a. m.;AM;20.611,28;20.793,33; -   ;  ; MA 
PEND;"Victoria Saliendo 6""";Operacion Correcta;30/6/23;30;6;2023;10:17:00 a. m.;AM;2.206.113,00;2.298.303,00;39,59;41,02; MA 
SIM16;"Rebombeo Sn Josecito 1  T Sta Cecilia (4"")";Operacion Correcta;30/6/23;30;6;2023;10:44:00 a. m.;AM;336.839,00;645.128,00;15,84;  ; MA 
SIM05;"Desarenador Sta Cecilia  T Sta Cecilia Oeste (4"")";Operacion Correcta;30/6/23;30;6;2023;10:49:00 a. m.;AM;592.726,00;604.288,00;0,42;8,89; MA 
SIM08;"Desarenador Sta Cecilia  T Sta Cecilia Este (4"")";Operacion Correcta;30/6/23;30;6;2023;10:50:00 a. m.;AM;573.521,00;584.390,00;0,4;8,45; MA 
SIM06;"Fuente Yurro Hondo T Chilillal (4"")";Operacion Correcta;30/6/23;30;6;2023;11:17:00 a. m.;AM;239.908,00;242.261,00; -   ;0,97; MA 
